episode,step,height_above_pad,horizontal_error,cam_u,cam_v,corners_in_frame,fully_in_frame,centre_in_frame,px_per_cell,loss_cause,aruco_detected,aruco_pos_err
2,43,0.24596,0.11145,0.4928,0.1968,2,False,True,12.05,tilt,False,nan
2,44,0.24053,0.11026,0.5153,0.175,2,False,True,12.74,too_close,False,nan
2,45,0.23507,0.1086,0.5355,0.1516,2,False,True,13.45,too_close,False,nan
2,46,0.22961,0.10644,0.5341,0.1097,2,False,True,13.26,too_close,False,nan
2,47,0.22431,0.10384,0.4827,0.075,2,False,True,12.9,too_close,False,nan
2,48,0.21867,0.10124,0.4411,0.0642,2,False,True,12.84,too_close,False,nan
2,49,0.2127,0.099,0.4435,0.0582,2,False,True,13.18,too_close,False,nan
2,50,0.20683,0.09716,0.4912,0.0834,2,False,True,14.05,too_close,False,nan
2,51,0.20149,0.09542,0.5369,0.1051,2,False,True,15.19,too_close,False,nan
2,52,0.19629,0.09339,0.5395,0.0695,2,False,True,15.5,too_close,False,nan
2,53,0.19065,0.09107,0.5064,0.0412,2,False,True,15.46,too_close,False,nan
2,54,0.18455,0.08874,0.4879,0.0719,2,False,True,15.99,too_close,False,nan
2,55,0.17855,0.08656,0.5186,0.0971,2,False,True,17.11,too_close,False,nan
2,56,0.17319,0.08435,0.5455,0.102,2,False,True,17.5,too_close,False,nan
2,57,0.16767,0.08193,0.5262,0.1007,2,False,True,17.37,too_close,False,nan
2,58,0.16149,0.0794,0.5151,0.1269,2,False,True,18.15,too_close,False,nan
2,59,0.15543,0.07686,0.5545,0.1462,2,False,True,19.66,too_close,False,nan
2,60,0.15011,0.07405,0.5902,0.1013,2,False,True,20.74,too_close,False,nan
2,61,0.14485,0.07078,0.576,0.0599,2,False,True,21.6,too_close,False,nan
2,62,0.1388,0.06717,0.5174,0.0764,1,False,True,21.53,too_close,False,nan
2,63,0.13214,0.06358,0.4707,0.1276,1,False,True,21.77,too_close,False,nan
2,64,0.12555,0.06029,0.4779,0.1539,1,False,True,23.94,too_close,False,nan
2,65,0.11938,0.05728,0.5307,0.1419,1,False,True,26.75,too_close,False,nan
2,66,0.11373,0.05422,0.5653,0.1059,0,False,True,28.06,too_close,False,nan
2,67,0.108,0.05086,0.5458,0.0807,0,False,True,29.75,too_close,False,nan
2,68,0.10161,0.04734,0.4829,0.0849,0,False,True,30.57,too_close,False,nan
2,69,0.0947,0.04406,0.4345,0.1131,0,False,True,30.9,too_close,False,nan
2,70,0.08779,0.0414,0.437,0.1427,0,False,True,34.45,too_close,False,nan
2,71,0.08085,0.03942,0.4884,0.1541,0,False,True,37.96,too_close,False,nan
2,72,0.07368,0.03792,0.5839,0.172,0,False,True,43.8,too_close,False,nan
2,73,0.06706,0.03651,0.6745,0.2077,0,False,True,55.52,too_close,False,nan
2,74,0.06072,0.03485,0.7789,0.2369,0,False,True,75.79,too_close,False,nan
2,75,0.05447,0.0327,0.8748,0.2343,0,False,True,97.8,too_close,False,nan
2,76,0.04842,0.0299,0.9833,0.1536,0,False,True,113.04,too_close,False,nan
2,77,0.04204,0.02647,1.1098,-0.0005,0,False,False,143.11,too_close,False,nan
2,78,0.03477,0.02245,1.1953,-0.1699,0,False,False,204.17,too_close,False,nan
2,79,0.02788,0.01807,1.3102,-0.4276,0,False,False,420.03,lateral,False,nan
2,80,0.02137,0.01415,1.6036,-1.2123,0,False,False,717.5,lateral,False,nan
2,81,0.01521,0.01227,1.4807,-3.9824,0,False,False,32875.55,behind,False,nan
2,82,0.01282,0.01359,-3.2649,-27.5422,0,False,False,854.13,behind,False,nan
3,1,0.4997,0.29392,-0.0034,-0.6281,4,True,True,5.57,,True,0.02608850353974894
3,2,0.49776,0.29378,0.0638,-0.7068,3,False,True,5.88,tilt,False,nan
3,3,0.49376,0.29319,0.1105,-0.7884,2,False,True,6.28,tilt,False,nan
3,4,0.48806,0.29167,0.1274,-0.8188,2,False,True,6.49,tilt,False,nan
3,5,0.48129,0.28893,0.1366,-0.7872,2,False,True,6.46,tilt,False,nan
3,6,0.47449,0.28496,0.1396,-0.7644,2,False,True,6.52,tilt,False,nan
3,7,0.46758,0.27989,0.13,-0.7727,2,False,True,6.59,tilt,False,nan
3,8,0.46028,0.27374,0.1064,-0.7472,2,False,True,6.57,tilt,False,nan
3,9,0.45325,0.26658,0.0741,-0.663,4,True,True,6.37,,False,nan
3,10,0.44705,0.25887,0.044,-0.5929,4,True,True,6.37,,True,0.015684792655765466
3,11,0.44102,0.25112,0.028,-0.5786,4,True,True,6.31,,True,0.022150213382902954
3,12,0.43448,0.24346,0.0113,-0.585,4,True,True,6.35,,True,0.02275454488356191
3,13,0.42763,0.2358,-0.0172,-0.5655,4,True,True,6.55,,True,0.02332379096418905
3,14,0.42118,0.2282,-0.0429,-0.5293,4,True,True,6.7,,True,0.0146744927853537
3,15,0.41495,0.22084,-0.0528,-0.52,4,True,True,6.65,,True,0.01623023196242927
3,16,0.4084,0.21373,-0.064,-0.5442,4,True,True,6.81,,True,0.017233682592016956
